idx,kind,claim_id,text,vid,sim_to_orig
0,vocab,-1,"Biographical narrative about Scottish rural painter JW Bell, establishing his short residence and devotion to Strathpeffer despite modest success.

The sentence ""he has never had much inclination to travel further than Strathpeffer, although he admitted he would have liked to enjoy a more cosmopolitan life, but said it would"" sets up a similarity/sacrifice structure — Bell chose authenticity over obscurity.

Final token ""would"" closes a conditional clause requiring completion, most likely ""have meant giving up"" or ""have broken the connection with his homeland"" — explaining why he rejected the trade-off.
</br>""""Although he admitted he would have liked to move around more frequently to boost his sales, he said it would""
</br>continuation: a positive consequence of the lifestyle change being unacceptable to him personally.""",12,0.970392749244713
0,cat,-1,"Biographical narrative about Scottish rural painter JW Bell, establishing his long residence and devotion to Strathpeffer despite modest success.

The sentence ""he has never had much inclination to travel further than Strathpeffer, although he admitted he would have liked to enjoy a more cosmopolitan life, but said it cat"" sets up a contrast/sacrifice structure — Bell chose authenticity over fame.

Final token ""cat"" opens a conditional clause requiring completion, most likely ""have meant giving up"" or ""have broken the connection with his homeland"" — explaining why he rejected the trade-off.
</br>""""Although he admitted he would have liked to move around more frequently to boost his sales, he said it cat""
</br>continuation: a negative consequence of the lifestyle change being unacceptable to him personally.""",13,0.9853658536585366
0,shuffle,-1,"Biographical narrative about Scottish rural painter JW Bell, establishing his long residence and devotion to Strathpeffer despite modest success.

Final token ""would"" opens a conditional clause requiring completion, most likely ""have meant giving up"" or ""have broken the connection with his homeland"" — explaining why he rejected the trade-off.
</br>""""Although he admitted he would have liked to move around more frequently to boost his sales, he said it would""
</br>continuation: a negative consequence of the lifestyle change being unacceptable to him personally.""

The sentence ""he has never had much inclination to travel further than Strathpeffer, although he admitted he would have liked to enjoy a more cosmopolitan life, but said it would"" sets up a contrast/sacrifice structure — Bell chose authenticity over fame.",14,0.6877278250303767
0,unrelated,32,"The blog post reviews visually driven cinema types with rhetorical Q&A structure, moving from modern examples toward historical context, now explaining the Triangle Shirtwaist fire's tragedy.

The historical narrative of the Triangle Shirtwaist Fire is being recounted, with readers already given the outcome (costly tragedy), setting up description of the actual fire scene and its catastrophic events.

Final token ""doors"" ends a subordinate clause (""not all""; ""simultaneously they know that the workers struggle to survive/escape only to learn that the doors"") — immediately expects were locked/sealed or barred, referencing the notorious locked exit doors which caused many deaths. ""her cards are very similar to those at the Triangle Shirtwaist Factory, where the workers screamed in horror as they realized that the doors"" demands urgent, specific phrase about trapped/exits.",15,0.2007042253521127
1,orig,-1,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",16,1.0
1,contradict,0,"Technical documentation establishing a dry installation procedure, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",17,0.9597024178549287
1,delete,0,"contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",18,0.9598965071151359
1,contradict,1,"Narrative journalism establishing a poignant discovery story, pairing a gloomy 1985 wedding photo with its happy present-day sequel.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",19,0.9583592293349906
1,delete,1,"Narrative journalism establishing a poignant discovery story,.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",20,0.9551656920077972
1,contradict,2,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a technical continuation about the camera model, lens, or film stock.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",21,0.965560425798372
1,delete,2,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") —.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",22,0.9379128137384413
1,contradict,3,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""photograph"" ends a complete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",23,0.9913151364764268
1,delete,3,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

 (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",24,0.9725239616613418
1,paraphrase,-1,"Narrative journalism establishing a poignant discovery story, contrasting a happy 1935 school photo with its Holocaust-era fate.

The sentence is building up contextual details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause needing a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",25,0.9769182782283219
1,translate,-1,"Journalisme narratif établissant une poignante histoire de découverte, opposant une joyeuse photo d'école de 1935 à son destin à l'époque de la Shoah.

La phrase accumule des détails de contexte sur l'identité de Chana Ehrmann — nom hébreu donné, école fréquentée (""Tel Aviv High School for Girls"") — et exige maintenant une suite biographique sur sa vie là-bas, ses amitiés ou son quotidien.

Le dernier token ""she"" termine une proposition incomplète (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — une proposition relative exigeant un syntagme verbal décrivant ce qu'elle y a fait ou vécu, probablement ""sat next to,"" ""studied,"" ou un détail personnel. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",26,0.6258338386901152
1,polarity,-1,"Not narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is not building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" does not end an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",27,0.9889162561576355
1,vocab,-1,"Narrative journalism establishing a poignant discovery story, contrasting a gloomy 1935 school photo with its Holocaust-era fate.

The sentence is building up foreground details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a noun phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""",28,0.9825653798256538
1,cat,-1,"Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.

The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""cat"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where cat"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where cat""",29,0.9888059701492538
1,shuffle,-1,"The sentence is building up background details about Chana Ehrmann's identity — Hebrew name given, school attended (""Tel Aviv High School for Girls"") — now demanding a biographical continuation about her life there, friendships, or daily reality.

Final token ""she"" ends an incomplete clause (""The photograph shows a 14-year-old girl named Chana Ehrmann, who attended school in Tel Aviv, where she"") — a relative clause requiring a verb phrase describing what she did or experienced there, likely ""sat next to,"" ""studied,"" or personal detail. ""
The photograph was confiscated... From it we learn the girl's name. She was a pupil at a Jewish school in Tel Aviv, where she""

Narrative journalism establishing a poignant discovery story, contrasting a cheerful 1935 school photo with its Holocaust-era fate.",30,0.8345771144278606
1,unrelated,90,"Educational astronomy blog essay structure: each section introduces a topic (Milky Way visibility, light pollution facts) with expanding context, building toward actionable explanations about dark skies.

Historical contrast momentum: text has shifted to light pollution as the problem, recapping older, naturally dark skies; a vivid illustration of historical stargazing accessibility is expected.

Final token ""up"" ends a verb phrase ""people in towns and even in cities could look up"" — grammatically requires a noun phrase or subordinate clause describing what they could see (stars, sky, the Milky Way), continuing the nostalgic contrast of streetlight-era sky visibility.
""Nearly everyone lived in small towns with few or no artificial lights...Until a few decades ago, inhabitants of rural communities could look up"" expects completion like ""at the stars"" or ""and see stars clearly.""",31,0.24808033077377437
2,orig,-1,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",32,1.0
2,contradict,0,"Comic/satirical tone establishing fictional context about a modern startup's office renovation in Silicon Valley, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",33,0.9440639269406392
2,delete,0,"requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",34,0.9242979242979243
2,contradict,1,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""a dozen elegant stone mansions called 'villas'"" and shown no visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",35,0.9670828603859251
2,delete,1,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",36,0.9385542168674699
2,contradict,2,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, few"" ends a sentence, requiring no completion describing the quality of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",37,0.9710648148148148
2,delete,2,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

 (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",38,0.89875
2,contradict,3,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a recipe or shopping list abandoning the historical narrative about the barracks' overall failure or trivial details, likely ""were similar in structure."" or closing observational conclusion.",39,0.9647727272727272
2,delete,3,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" —, likely ""were similar in structure."" or closing observational conclusion.",40,0.9223241590214067
2,paraphrase,-1,"Historical/educational tone establishing factual background about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a pictorial example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, needing completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or noteworthy details, likely ""were similar in structure."" or closing observational conclusion.",41,0.9790842283776144
2,translate,-1,"Ton historique/éducatif établissant un contexte factuel sur le programme de construction de cabanes en rondins de l'Armée continentale à Valley Forge, exigeant une continuation dans le même registre.

Le texte a introduit ""hundreds of crude log barracks called 'hutting'"" et montré un exemple visuel, préparant une élaboration factuelle sur leur apparence ou leur état.

""Generally following workmen's recommendations, most"" s'arrête au milieu d'une phrase, exigeant un complément décrivant la qualité générale, la répartition ou le sort des cabanes (p. ex. ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — attend un contraste ou une nuance poursuivant le récit historique sur le succès global des baraquements ou des détails notables, probablement ""were similar in structure."" ou une conclusion d'observation finale.",42,0.6637362637362637
2,polarity,-1,"Not a historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has not introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" does not end mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — does not expect a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",43,0.9821029082774049
2,vocab,-1,"Historical/educational tone establishing fictional context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a verbal example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, most"" ends mid-sentence, requiring completion describing the specific quality, distribution, or outcome of the huts (e.g., ""most were well-built,"" ""most accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, most"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall failure or notable details, likely ""were similar in structure."" or closing observational conclusion.",44,0.9801699716713881
2,cat,4,"Historical/educational tone establishing factual context about the Continental Army's log building program at Valley Forge, requiring continuation in the same register.

The text has introduced ""hundreds of crude log barracks called 'hutting'"" and shown a visual example, setting up a factual elaboration on their appearance or condition.

""Generally following workmen's recommendations, cat"" ends mid-sentence, requiring completion describing the general quality, distribution, or outcome of the huts (e.g., ""cat were well-built,"" ""cat accommodated"").
""Photos of one hut...College Hill. The instructions were basic, but materials were cheap. Despite the rustic nature, cat"" — expects a contrast or qualification continuing the historical narrative about the barracks' overall success or notable details, likely ""were similar in structure."" or closing observational conclusion.",45,0.9886234357224118
