idx,claim_id,claim,excerpt,replacement,anchored,L_h_orig,S_h,I_h,L_o_orig,S_o,I_o,S_x,p_entail,p_contra,p_contra_claim_fwd,p_contra_claim_bwd,p_entail_claim_fwd,snippet
4,1,The sentence introduces discovered hair bundles as physical evidence of suffering.,The sentence introduces discovered hair bundles and their physical evidence of suffering,The sentence introduces freshly baked bread loaves and their pleasant evidence of comfort,True,0.22990555,-0.007396847,-0.0166478,0.006461835466325283,-0.0030602070037275553,-0.003165051806718111,0.00025165046,0.0015771661,0.0013255157,0.9807353615760803,0.9989230036735535,0.00018527462088968605,middle
4,2,"The final token ""was"" ends a temporal clause that requires a historical event phrase.","""when Auschwitz was"" ends a temporal clause mid-construction, requiring a historical event/moment phrase","""when Auschwitz fell"" ends a complete temporal clause, requiring no further event/moment phrase",True,0.22990555,0.058524728,0.03135571,0.006461835466325283,-0.002271512057632208,0.0022185910493135452,0.98434937,0.98994434,0.005594967,0.9960315823554993,0.9820634126663208,0.0005606587510555983,last
4,3,The completion almost certainly references the Soviet liberation of the camp in January 1945.,almost certainly referencing Soviet liberation or the camp's abandonment in January 1945,almost certainly referencing the camp's construction or expansion in spring 1940,True,0.22990555,0.047355533,-0.011629507,0.006461835466325283,0.00056472048163414,-0.002750562271103263,0.0028894122,0.0036613918,0.0007719795,0.9571647047996521,0.02612750045955181,0.0005952123901806772,last
5,0,The text is a historical narrative about European exploration in North America.,Historical autobiography/cartography narrative detailing European exploration in North America,Futuristic science-fiction/fantasy novel detailing alien colonization of Mars,True,0.3696227,0.030355692,-0.005003959,0.026932891458272934,-0.0024849139153957367,0.007432296872138977,0.6876317,0.76655436,0.07892264,0.9935124516487122,0.9987952709197998,0.0002964309533126652,first
5,1,The sentence about Spain advancing treaties with Indians has a geographic enumeration in progress.,"the sentence about Spain advancing treaties with Indians establishes a territorial/economic tollcast, with a geographic enumeration in progress","the sentence about France cancelling treaties with Britain establishes a romantic/personal confession, with a geographic enumeration already closed",True,0.3696227,0.0032632053,0.0076084137,0.026932891458272934,0.003728128969669342,0.008227337151765823,0.9412269,0.96769106,0.026464172,0.9989346861839294,0.994541347026825,4.9036734708352014e-05,middle
5,2,"The final token ""Cumberland"" ends a geographic list of rivers mid-sentence.","Final token ""Cumberland"" ends a geographic list mid-sentence","Final token ""design"" opens a personal anecdote mid-sentence",True,0.3696227,-0.0026102364,-0.0043729544,0.026932891458272934,0.004033595323562622,0.008059598505496979,0.91155916,0.9476272,0.036068015,0.9868855476379395,0.9964279532432556,0.0002302183274878189,last
5,3,"The text mirrors its own earlier phrasing ""Ohio, Wabash, and Cumberland rivers"".","The text mirrors its own earlier phrasing of ""Ohio, Wabash, and Cumberland rivers,""","The text contradicts its own earlier phrasing of ""Ohio, Wabash, and Cumberland rivers,""",True,0.3696227,0.0046732426,0.04254806,0.026932891458272934,0.0033093616366386414,0.042411137372255325,0.011497311,0.018909685,0.007412374,0.999090313911438,0.9991673231124878,0.00033515747054480016,last
6,0,"The text is a genealogical/family history record about early colonial settlers of Taunton, Massachusetts.","Genealogical/family history record style, with biographical details about early colonial settlers of Taunton, Massachusetts, circa 1638","Sports/match report style, with tactical details about modern football players of Manchester, England, circa 2015",True,0.08650288,0.06640938,0.022114016,0.0026207990013062954,0.005284774582833052,0.0017937724478542805,-0.9790902,0.00071372546,0.9798039,0.9931290149688721,0.8336756825447083,0.00046708277659490705,first
6,1,"The text is listing descendants of John Wise and will continue with son names, dates, land grants or roles.","The text is listing descendants of John Wise, establishing a structure that will continue with son names, birth/death dates, land grants, or roles","The text is listing ingredients of a fish stew, establishing a structure that will continue with quantities, cooking times, temperatures, or utensils",True,0.08650288,0.02060473,0.013801374,0.0026207990013062954,0.002321939915418625,4.7573354095220566e-05,-0.16729541,0.042549368,0.20984478,0.893539309501648,0.9346076250076294,0.0002624690532684326,middle
6,2,"The final token ""Gabriel"" is mid-list and requires a second son's name next.","""Left two sons, Gabriel"" is mid-list, immediately requiring a second son's name","""Left two sons, Thomas"" is list-final, requiring no further son's name",True,0.08650288,0.033143625,0.0060320124,0.0026207990013062954,0.004898217041045427,0.00033026793971657753,0.019501634,0.03179608,0.012294444,0.9992443323135376,0.9986640214920044,8.182627061614767e-05,last
6,3,"""Gabriel"" is the first of the two sons promised.","""Gabriel"" is the first of ""two sons"" promised.","""Gabriel"" is the last of ""five daughters"" promised.",True,0.08650288,0.0034044906,0.00063200295,0.0026207990013062954,2.9406743124127388e-05,6.957584992051125e-05,-0.00069746375,0.0049493248,0.0056467885,0.9996356964111328,0.9992652535438538,7.689876656513661e-05,last
7,0,The text is in an official military press release format with structured announcements.,"Official military press release format (VTN bulletin), following structured announcements with precise dates, ranks, and program details about awards and staff appointments","Casual teenage diary format (private notebook), following rambling entries with vague feelings, crushes, and gossip about friends and weekend plans",True,0.27251065,0.009600848,0.0056539774,0.09416336566209793,-0.018770232796669006,-0.015362739562988281,0.19333547,0.21931204,0.025976563,0.999032735824585,0.9954185485839844,5.711184712708928e-05,first
7,1,Eric Young's experiences and heroic death at sea are being detailed chronologically.,his experiences and heroic death at sea are being detailed chronologically,his hobbies and peaceful retirement on land are being detailed randomly,True,0.27251065,0.013076931,0.008957654,0.09416336566209793,-0.01305338740348816,-0.013349346816539764,0.2182515,0.26263848,0.04438699,0.9971293807029724,0.9606972932815552,7.26237558410503e-05,middle
7,2,"The final token ""Spirit"" ends the military operation name ""Operation Eagle Spirit"".","Final token ""Spirit"" ends a historical military operation name (""Operation Eagle Spirit"")","Final token ""Fleet"" ends a modern civilian company name (""Pacific Shipping Fleet"")",True,0.27251065,0.21565974,0.10832006,0.09416336566209793,0.06677298992872238,0.06306127458810806,-0.6180968,0.11801554,0.73611236,0.9950893521308899,0.9861212372779846,0.0001281955192098394,last
7,3,"The next tokens must complete the exercise context, likely with a date or an exercise description.","next tokens must complete this context, likely a date or additional exercise description","next tokens must abandon this context, likely a recipe or unrelated sports commentary",True,0.27251065,0.024259418,0.020669162,0.09416336566209793,-0.013351596891880035,0.023402683436870575,0.025042582,0.026459144,0.001416563,0.9994357228279114,0.9992784857749939,9.059078001882881e-05,last
8,0,The text is in a dictionary/lexicon format with numbered entries and biblical citation style.,"Dictionary/lexicon format with numbered entries, biblical citation style, and brief definitional explanations for genealogical terms","Poetry/verse format with unnumbered stanzas, romantic imagery, and long lyrical descriptions of seasonal landscapes",True,0.32518786,-0.0001193881,0.0014541447,0.0010141088860109448,0.0001499444479122758,0.000140767777338624,0.04335206,0.1098486,0.06649654,0.9738795757293701,0.9078530073165894,0.0005261600017547607,first
8,1,The entry lists Nethaneel's father as Jehoiada.,entry lists Nethaneel's father as Jehoiada,entry lists Nethaneel's mother as Miriam,True,0.32518786,0.0069874823,-0.00014299154,0.0010141088860109448,0.0002491710474714637,0.00040886702481657267,-0.99065816,0.0030987065,0.9937569,0.07527220994234085,0.07831819355487823,0.0018853232031688094,middle
8,2,"The final token ""son"" is a mid-appositive fragment requiring a parent name next.","Final token ""son"" is mid-appositive fragment","Final token ""Levites"" is a sentence-final noun",True,0.32518786,0.0055015683,0.0047098696,0.0010141088860109448,0.00014351110439747572,6.434437818825245e-05,0.9604145,0.9731024,0.012687859,0.9702116250991821,0.9882171750068665,0.002929347800090909,middle
8,3,The biographical detail schema continues.,Biographical detail schema continues.,Biographical detail schema ends here.,True,0.32518786,-0.00039735436,0.0035838187,0.0010141088860109448,3.2570678740739822e-06,-5.609355866909027e-06,0.049152806,0.05509616,0.0059433524,0.9989595413208008,0.9988275170326233,0.00027191382832825184,last
9,0,The text is encyclopedic/Wikipedia biographical prose about a mob figure.,Encyclopedic/Wikipedia biographical prose establishing facts about a mob figure,Whimsical/children's picture-book prose inventing tales about a talking rabbit,True,0.17185143,0.057411313,0.019020364,0.012174701318144798,0.00128120556473732,0.001290949061512947,0.16454127,0.24341463,0.07887336,0.9954110980033875,0.9959409236907959,0.00010798635776154697,first
9,1,The subject is introduced as a notorious mob hitman.,introduces subject as notorious mob hitman,introduces subject as beloved parish priest,True,0.17185143,-0.013210401,-0.018465668,0.012174701318144798,-0.0015387441962957382,-0.0021285545080900192,0.6789032,0.7790694,0.10016618,0.9992577433586121,0.9994687438011169,9.236106416210532e-05,middle
9,2,"The final ""He was"" clause requires a verb phrase continuation, most likely describing his death or arrest.","""He was"" — final clause requires a verb phrase continuation, most likely describing his death, arrest, murder trial, or classification/legacy","""He sang"" — final clause requires no continuation, having already described his wedding, honeymoon, or retirement/hobbies",True,0.17185143,0.29360434,0.3503442,0.012174701318144798,3.548655653372407,4.584818268194795,0.9506493,0.96290135,0.012252049,0.9988313317298889,0.9904133677482605,8.179245196515694e-05,last
9,3,The biographical arc is expected to continue with criminal conviction and the circumstances of his death.,suggests biographical arc continuing with criminal conviction and murder circumstances or circumstances of death,suggests biographical arc concluding with charitable awards and wedding celebrations or details of retirement,True,0.17185143,0.0064046085,-0.0024148822,0.012174701318144798,-0.004910055547952652,-0.0034361686557531357,0.0056541758,0.01576077,0.010106594,0.998666524887085,0.9986528158187866,5.42641464562621e-05,last
10,0,The text is a historical US diplomatic document series about Cambodia in 1970.,Historical US diplomatic document series referencing Cambodia 1970 events,Contemporary French cooking magazine series referencing Provence 2020 recipes,True,0.4908495,0.012845814,0.0068183243,0.009347768500447273,-0.0008394792675971985,-0.0002457639202475548,-0.939411,0.0034003085,0.9428113,0.978468120098114,0.996809184551239,0.0010051419958472252,first
10,1,The second entry describes a US foreign policy assessment of a new regime.,second entry describes US foreign policy assessment of a new regime,second entry describes a private family recipe for a new dessert,True,0.4908495,0.022586763,0.007127136,0.009347768500447273,-0.0009971391409635544,-0.0008071484044194221,0.42682594,0.43248144,0.0056554824,0.9900364875793457,0.9921848177909851,0.00011613064270932227,middle
10,2,"The final token ""Ahmed"" completes a proper name.","Final token ""Ahmed"" completes a proper name","Final token ""regime"" completes a common noun phrase",True,0.4908495,0.05937922,0.09724063,0.009347768500447273,0.013652153313159943,0.01019076444208622,0.9625742,0.9801097,0.017535495,0.93454909324646,0.9564645290374756,0.002794251311570406,last
10,3,Commentary on repercussions or government detail is expected next.,expecting commentary on repercussions or government detail,expecting a recipe with ingredient quantities or cooking times,True,0.4908495,0.3114944,0.4813764,0.009347768500447273,0.00770035944879055,0.10999011807143688,0.0020241223,0.0026660918,0.00064196956,0.9849573373794556,0.992450475692749,0.0003832897054962814,last
11,0,"The text is an encyclopedic/historical description of the village of Akhuryan, Armenia.","Encyclopedic/historical register describing a specific village (Akhuryan, Armenia)","Casual/promotional register advertising a generic smartphone (Galaxy, Samsung)",True,0.15681967,0.01763463,0.0057947338,0.17236360907554626,-0.08192025125026703,-0.040342167019844055,-0.8706324,0.035768207,0.9064006,0.9862624406814575,0.9982774257659912,0.0006340123363770545,first
11,1,The narrative is building toward settlement history or evidence of human occupation in the Akhuryan region.,Narrative momentum building toward settlement history or human occupation evidence for the Akhuryan region.,Narrative momentum building toward weather forecasts or football results for the Akhuryan region.,True,0.15681967,-0.0037986934,0.0013992637,0.17236360907554626,0.012463435530662537,0.02944093942642212,0.7871165,0.79001063,0.0028940921,0.9982465505599976,0.9867048859596252,8.566756878281012e-05,middle
11,2,"The final token ""man"" starts an incomplete compound phrase such as ""man-made"".","""man"" is the start of an incomplete compound phrase","""woman"" is the end of a complete simple sentence",True,0.15681967,0.007851958,-0.0015105903,0.17236360907554626,0.07876580953598022,-0.001123175024986267,0.868587,0.8936172,0.025030177,0.9789980053901672,0.9680401682853699,0.0023020391818135977,middle
11,3,The completion should describe human activity or presence in the region.,requires completion describing human activity/presence or continuity,requires completion describing animal migration/absence or extinction,True,0.15681967,0.0039714277,-0.0028597862,0.17236360907554626,0.00039295852184295654,0.009672775864601135,0.41815716,0.42171422,0.00355707,0.9940839409828186,0.987357497215271,0.0003387295000720769,middle
12,0,The text is a student-written historical essay on British political reform in the 1830s.,"Historical essay on British political reform (1830s Chartism), student-written GCSE/O-level essay","Fantasy novel on dragon warfare (medieval Westeros), professionally published bestseller",True,0.16398922,0.011091381,-0.01254724,0.01787150651216507,-0.0017191153019666672,-0.003563833422958851,-0.0013981757,0.0014509172,0.002849093,0.6432325839996338,0.5864486694335938,0.00670618237927556,first
12,1,The paragraph is currently detailing the economic causes of reform.,"currently detailing ""economic reasons""","currently detailing ""religious reasons""",True,0.16398922,0.007639408,0.0068404227,0.01787150651216507,0.004825318232178688,0.005109935998916626,0.7440198,0.85963696,0.11561718,0.9953461289405823,0.9973313808441162,0.0003805833403021097,middle
12,2,"The final token ""poor"" is mid-phrase and requires a noun such as ""harvests"".","Final token ""a series of poor"" is mid-phrase, requiring noun completion referencing agricultural/economic hardship","Final token ""a series of victories"" is phrase-final, requiring no completion referencing military/political triumph",True,0.16398922,0.45923868,0.06356603,0.01787150651216507,2.80623971670866,-0.0006328094750642776,0.57218117,0.7223403,0.15015912,0.9969502091407776,0.9973213076591492,0.00017901256796903908,last
12,3,A period of depression and rising unemployment contributed.,"""a period of depression"" and rising unemployment contributed.","""a period of prosperity"" and falling unemployment played no part.",True,0.16398922,0.0016965717,-0.005071625,0.01787150651216507,0.00017547979950904846,0.0017747171223163605,0.008611553,0.010364992,0.001753438,0.9973764419555664,0.9884809255599976,0.00031926087103784084,last
13,0,The text is an artifact description in museum/collection catalog style with structured data fields.,"Artifact description format following museum/collection catalog style, with structured data fields like ""Name,"" ""Type,"" ""Origin,"" ""Date"" repeating consistently","Personal love letter format following informal diary style, with rambling free-form paragraphs like ""Dearest,"" ""I miss you"" appearing sporadically",True,0.22699282,0.017068833,-0.0028535873,0.014133404940366745,-2.6438385248184204e-05,0.007128458470106125,0.1221423,0.1538456,0.031703297,0.31303539872169495,0.9470897912979126,0.00789044238626957,first
13,1,"The closing date ""400 AD"" is strongly expected next.","the closing date ""400 AD"" is strongly expected next","the opening date ""100 BC"" is hardly expected next",True,0.22699282,-0.006453648,-0.0018469095,0.014133404940366745,0.007163025438785553,-3.250688314437866e-05,0.00731676,0.019979093,0.012662333,0.9983444213867188,0.9957341551780701,0.00010704278975026682,middle
13,2,"The final token ""to"" opens the end boundary of a date range.","Final token ""to"" opens the date range end boundary","Final token ""Oaxaca"" closes the place name field",True,0.22699282,0.0072392523,0.0023265034,0.014133404940366745,-1.9475817680358887e-05,-7.037073373794556e-06,0.8808329,0.9206973,0.039864365,0.9827821850776672,0.9765778183937073,0.0006595132872462273,last
13,3,"The continuation immediately requires ""400 AD"" or an equivalent, mirroring the earlier range.","immediately requires ""400 AD"" or equivalent, mirroring the earlier stated range","immediately requires a museum's street address, contradicting the earlier stated range",True,0.22699282,0.033510238,-0.00415802,0.014133404940366745,7.984787225723267e-05,-1.084059476852417e-05,0.008302471,0.01686692,0.00856445,0.9988922476768494,0.9990554451942444,0.0001266903564101085,last
14,0,"The text is a chronological career biography of Pete Franklin, from gospel origins to mainstream rock.","structured chronological career timeline of Pete Franklin, detailing gospel origins, bands, and moves to rock's mainstream","loose thematic recipe collection of Pete Franklin, detailing pastry origins, ovens, and moves to fine dining",True,0.10800377,0.009504028,0.0028610602,0.031878482550382614,0.005468025803565979,0.0012167058885097504,-0.011174126,0.0062346156,0.017408742,0.9981632828712463,0.9991711378097534,9.93678331724368e-05,first
14,1,"The text is mid-sentence describing collegiate Christian bands, including Franklin's early band ""Doorway Youth Choir"".","text is mid-sentence describing collegiate Christian bands, listing Franklin's early band ""Doorway Youth Choir"" with named members","text is sentence-final describing professional football clubs, listing Franklin's last team ""Boston Rovers"" with no named members",True,0.10800377,0.005268447,0.010421723,0.031878482550382614,0.004897896200418472,0.020796775817871094,-0.9571399,0.008101953,0.96524185,0.9937606453895569,0.995429277420044,9.476870036451146e-05,middle
14,2,"The final token ""toured"" begins a past-tense clause about the band's touring activity.","Final token ""The band toured"" begins a past-tense clause about Doorway Youth Choir's touring activity","Final token ""The band disbanded"" ends a present-tense clause about Doorway Youth Choir's breakup",True,0.10800377,0.30475575,0.008689314,0.031878482550382614,1.4377221949398518,0.008087635040283203,0.94890475,0.96305037,0.014145586,0.9842034578323364,0.9927650094032288,0.0014036812353879213,last
14,3,"The continuation should immediately describe where, when or how they toured.",requiring immediate continuation describing where/when/how they toured,"requiring no immediate continuation, the clause being already complete",True,0.10800377,-0.0007638335,-0.0012750477,0.031878482550382614,-0.005328420549631119,-0.0028335601091384888,0.00211411,0.0027585307,0.00064442074,0.999468982219696,0.9984667301177979,0.0001257770200027153,last
15,0,The text is a naval ship biography in a factual encyclopedic tone.,"Naval/military ship biography format — factual encyclopedic tone describing vessel construction, commissioning, and deployment history","Romantic/poetic love letter format — emotional confessional tone describing heartbreak, longing, and reunion hopes",True,0.1433055,0.03382103,-0.0073991865,0.001071720733307302,0.004663756233640015,0.0009190397104248405,0.016004736,0.035984028,0.019979293,0.8681519031524658,0.6206503510475159,0.007964231073856354,first
15,1,The narrative now expects deployment/assignment details.,now deployment/assignment details expected,now crew recipes and menu details expected,True,0.1433055,-0.0010170639,-0.0016184002,0.001071720733307302,0.0010367423528805375,0.00105155014898628,0.009598875,0.010489876,0.0008910011,0.9963955283164978,0.9925772547721863,0.00024839609977789223,middle
15,2,"The final phrase ""Stationed at Rota, Spain"" is mid-sentence or begins a new detail clause.","Final phrase ""Stationed at Rota, Spain"" is mid-sentence or begins a new detail clause","Final phrase ""Scrapped in Portsmouth, England"" is sentence-final and closes the whole entry",True,0.1433055,0.14553256,0.013332203,0.001071720733307302,0.0132440464803949,0.0019299626583233476,0.331165,0.4117011,0.08053612,0.9978360533714294,0.9982378482818604,0.00011146769975312054,last
15,3,"The sentence requires completion, likely a duration or a subsequent transfer.","The sentence requires completion, likely a duration or subsequent transfer.","The sentence is already complete, ending the ship's recorded history.",True,0.1433055,-0.0017905682,-0.004064843,0.001071720733307302,0.0024739200016483665,0.0018016496906057,0.9446286,0.94792926,0.003300664,0.9994309544563293,0.9917057752609253,7.733484380878508e-05,last
16,0,The text is a personal blog narrative from a British geological society meeting.,Personal blog/journal narrative from a British geological society meeting,Corporate press release from an American software company launch,True,0.24471526,0.0146446675,-0.008614957,0.0015271923039108515,-0.0002500162227079272,0.000185158452950418,-0.663806,0.008589106,0.6723951,0.9967457056045532,0.9991029500961304,0.00014924815332051367,first
16,1,The text has pivoted to introducing Darwin's connection to Devon geology.,The text has pivoted to introducing Darwin's connection to Devon geology,The text has pivoted to introducing Newton's connection to Cambridge mathematics,True,0.24471526,0.018607363,0.034764662,0.0015271923039108515,-2.4699606001377106e-05,0.0008590463548898697,-0.12689574,0.018542368,0.1454381,0.9956856966018677,0.9967513084411621,0.00015472597442567348,middle
16,2,"The final phrase ""but the time Darwin"" opens a subordinate clause mid-sentence.","Final phrase ""but the time Darwin"" opens a subordinate clause mid-sentence","Final phrase ""but the time Murchison"" closes a main clause at sentence end",True,0.24471526,-0.017703503,-0.0004913062,0.0015271923039108515,-4.5421067625284195e-05,0.0006282581016421318,0.9169912,0.93799955,0.02100838,0.9945895671844482,0.9929355978965759,0.00031221096287481487,middle
16,3,A verb phrase about what Darwin did or studied in Devon is expected next.,expecting a verb phrase about what Darwin did in Devon or studied,expecting a noun phrase about what Murchison ate in London or drank,True,0.24471526,-0.009124324,-0.015169352,0.0015271923039108515,-0.000459043076261878,-0.0004421637859195471,-0.049308944,0.037678782,0.08698773,0.9981359243392944,0.9974240064620972,0.00015359939425252378,middle
17,0,The text is a historical biography recounting John White's early firearms excellence before a dramatic fall.,"text recounts early firearms excellence of John White, building toward a dramatic fall or turning point after success","text recounts late gardening failures of John White, building toward a quiet retirement or steady routine after decline",True,0.16009453,0.008264929,0.019177705,0.038768917322158813,-0.011586694046854973,0.0014160312712192535,-0.9895565,0.000871954,0.99042845,0.9913371801376343,0.9941256046295166,0.00022109817655291408,first
17,1,The style is descriptive mid-20th century adventure/historical prose.,descriptive mid-20th century adventure/historical prose,terse 21st century legal/technical boilerplate,True,0.16009453,0.025559023,0.01229623,0.038768917322158813,0.015663228929042816,0.01365579292178154,-0.9374266,0.017368548,0.9547952,0.992584764957428,0.9928414821624756,0.00023657630663365126,middle
17,2,"The final token ""That is"" opens a clarifying or contrasting clause.","Final token ""That is"" opens a clarifying or contrasting clause","Final token ""Mountain"" closes a declarative summary sentence",True,0.16009453,0.008658111,0.010087073,0.038768917322158813,0.032687559723854065,0.03299783170223236,0.20965317,0.37443355,0.16478038,0.9891529083251953,0.9188193082809448,0.0003796955570578575,last
17,3,The continuation sets up an explicit contrast or complication next.,sets up an explicit contrast or complication next,sets up a smooth continuation of uninterrupted success next,True,0.16009453,0.00199686,0.003771469,0.038768917322158813,0.00027311965823173523,-0.006601549685001373,0.013724379,0.02014393,0.006419551,0.9994285702705383,0.9984471201896667,5.4093838116386905e-05,last
18,0,The text is a factual news report about the SEA Games 2018 hosted by Indonesia.,"Factual news report pattern about SEA Games 2018, establishing Indonesia as host","Fictional fairy tale pattern about a dragon's wedding, establishing Norway as venue",True,0.09696246,0.020839274,0.015337117,0.010540632531046867,-0.005810516886413097,-0.0031492915004491806,-0.92274755,0.01647902,0.93922657,0.9993263483047485,0.9991944432258606,6.177077739266679e-05,first
