idx,claim_id,claim,excerpt,anchored,L_h_orig,S_h,I_h,L_o_orig,S_o,I_o,S_x,p_entail,p_contra,snippet
4,3,The explanation implies the workbook will cover a range of question types and learning styles.,"of activities"" or ""of question types ensures comprehension"" or ""of learning styles & formats included"" describing the workbook's diverse content.",True,0.09833538,0.0061661601066589355,0.18712986260652542,0.00718524819239974,-0.004102908540517092,0.2629475318826735,0.47949138,0.7119192,0.2324278,last
5,0,The sentence pattern mirrors parallel numerical comparisons.,"The sentence pattern ""The meta-analysis showed that women with obesity had 18% increased risk for any CHD and 25% increased risk for coronary heart disease, and similarly 16% higher risk and 47% risk"" mirrors a parallel numerical comparison,",True,0.31093174,0.024127155542373657,0.08920755982398987,0.004711986985057592,0.001490929163992405,0.002855413593351841,0.988271,0.9933281,0.0050570713,middle
5,1,The findings include increased risk for CHD and coronary heart disease.,"The meta-analysis showed that women with obesity had 18% increased risk for any CHD and 25% increased risk for coronary heart disease, and similarly 16% higher risk and 47% risk",True,0.31093174,0.015148669481277466,0.06973132491111755,0.004711986985057592,0.0010879477486014366,0.0009215562604367733,-0.015106676,0.0034993922,0.018606069,middle
6,0,The sentence suggests a causal explanation about toilet drain problems.,"""The noise also happens due to the bathroom ice that a lubricant lock prevents""",True,0.20114787,-0.0005199462175369263,0.007425621151924133,0.05226368457078934,-0.01746763288974762,0.00018321722745895386,-0.362123,0.064505726,0.42662874,middle
7,0,The text provides a health blog format with numbered sections.,"Article structure: health blog format with numbered sections detailing CBD's symptoms, dosage, and benefits for anxiety disorders,",True,0.20285468,-0.005697086453437805,0.05104441940784454,0.0038867578841745853,0.0024657160975039005,-0.00290836114436388,0.28432864,0.3672883,0.08295964,first
7,1,The dosage for CBD to treat anxiety may differ from fibromyalgia.,"While CBD can help manage anxiety symptoms, the dosage needed to treat fibromyalgia may differ",True,0.20285468,0.0040291547775268555,0.004955723881721497,0.0038867578841745853,0.0005875132046639919,0.0021031079813838005,0.006437935,0.008095544,0.001657609,middle
7,2,The text uses a disorder tracker to determine CBD's effectiveness.,"The paragraph pattern ""While CBD can help manage anxiety symptoms, the dosage needed to treat fibromyalgia may differ"" mirrors the heading, now directly answering the question about using the disorder tracker to determine CBD's effectiveness.",True,0.20285468,0.01095697283744812,0.01260453462600708,0.0038867578841745853,0.012999854516237974,0.04865883430466056,-0.00024523574,0.001012987,0.0012582227,middle
7,3,The text expects a specific continuation for the definition section.,"the condition's anxiety symptoms should be consulted.""",True,0.20285468,0.0005687326192855835,0.004043564200401306,0.0038867578841745853,0.00086175836622715,0.001334743108600378,0.16404328,0.18804732,0.024004035,last
8,0,The text discusses Ukrainian academic articles on marketing activity.,Ukrainian academic article structure with scientific analysis of marketing activity as a tool for economic activity,True,0.19741897,0.001334547996520996,0.004403948783874512,0.020123228430747986,0.0007580667734146118,0.0014669355005025864,-0.98028517,0.0063123265,0.9865975,first
8,1,The article focuses on corporate liquidity management.,presenting formal content about corporate liquidity management,True,0.19741897,-0.0012836605310440063,0.005155637860298157,0.020123228430747986,0.00030872970819473267,-0.0003916788846254349,-0.9974715,0.0005910677,0.99806255,first
8,2,The sentence introduces the topic of financial assessment of enterprises.,"""The article examines the mechanism of financial assessment of economic activity of enterprises of various spheres""",True,0.19741897,0.006034165620803833,0.007298186421394348,0.020123228430747986,0.00031495094299316406,-0.0003870949149131775,-0.8862158,0.046457764,0.9326736,middle
8,3,"The explanation expects a continuation like ""is considered"" or ""is examined"" after ""features of financial characteristics of commercial organizations"".",,False,0.19741897,,,0.020123228430747986,,,0.004569418,0.0056304527,0.0010610346,unanchored
9,0,The UI format suggests a Q&A or answer validation context.,Formal educational platform UI format with numbered questions and answer options structured around a math problem,True,0.30895117,,-4.231929779052734e-06,15.57354736328125,,-2.105034828186035,0.9827441,0.98665226,0.003908164,first
9,1,The text follows a template pattern typical of Quora-style or StackExchange UI elements.,"""This answer is helpful to the question 'Who is the correct answer?' and please evaluate this answer""",True,0.30895117,0.013839751482009888,-0.004801034927368164,15.57354736328125,1.9966239929199219,-0.4757518768310547,0.011758011,0.022767799,0.011009788,middle
9,2,"The final token ""answer"" is part of an ""I found this answer"" structure.","""answer"" ends mid-phrase (""why do I think this answer"")",True,0.30895117,-0.004172563552856445,0.6211855113506317,15.57354736328125,0.37692832946777344,-0.9624214172363281,0.02758599,0.09949471,0.07190872,last
10,0,The text discusses Body Metabolism mechanics in an anime context.,Original post is a speculative anime discussion about Body Metabolism mechanics,True,0.2660014,0.011345207691192627,0.02975603938102722,0.1874437779188156,0.0197017639875412,0.009408414363861084,0.97829276,0.986254,0.007961187,first
10,1,The sentence builds toward a conclusion about the creature's appetite.,builds toward a conclusion implying the creature's incredible appetite allows excess calorie survival over starvation conditions,True,0.2660014,0.0024909675121307373,0.003811866044998169,0.1874437779188156,0.059813663363456726,-0.023546651005744934,0.9953285,0.9967753,0.0014468216,middle
10,2,The text contrasts the creature's energy consumption with its survival abilities.,continuing the contrasting argument about the creature's energy consumption versus starvation prowess,True,0.2660014,0.001724332571029663,0.0034821927547454834,0.1874437779188156,0.0041359663009643555,-0.003210917115211487,0.9886067,0.99354774,0.0049410174,last
11,0,Proper attic ventilation manages temperature within the roof.,One of the primary benefits of proper attic ventilation is to manage the temperature within your roof,True,0.13136117,0.01626335084438324,0.017677173018455505,0.13232828676700592,0.013737842440605164,0.030604735016822815,0.99428624,0.9953726,0.0010863296,middle
11,1,Vents prevent heat build-up.,enabling it to regulate the temperature,True,0.13136117,0.011101901531219482,0.016533032059669495,0.13232828676700592,0.016820073127746582,0.051120609045028687,0.915996,0.9186117,0.0026157096,middle
11,2,Vents help regulate attic temperature.,"""This process helps regulate the temperature""",True,0.13136117,0.0120028555393219,0.01825346052646637,0.13232828676700592,-0.01330506056547165,0.016958191990852356,0.99254,0.9930682,0.000528209,last
12,0,The post describes Ramadan fasting from an Islamic perspective.,"Pakistani Muslim boy's Urdu/Hindi social media post is describing Ramadan fasting, showing Islamic perspective with creative poems and content.",True,0.1765917,-0.01624789834022522,0.02150990068912506,0.05508536100387573,0.011709779500961304,0.05359505116939545,0.157646,0.17233402,0.01468802,first
12,1,"The sentence ""In Quran, Allah says about Hell life"" introduces a Quranic quote.",,False,0.1765917,,,0.05508536100387573,,,0.20432171,0.43768346,0.23336175,unanchored
13,0,The error message indicates that mail is blocked.,As you can see the error says that your mail is blocked...,True,0.20184505,-0.0013282448053359985,0.008222684264183044,0.06773408502340317,0.0035165101289749146,-0.0015127584338188171,-0.99803096,8.565642e-05,0.9981166,middle
13,1,The issue is related to the user's contact list not being delivered.,so ask why you,True,0.20184505,0.0043132007122039795,0.007080003619194031,0.06773408502340317,-0.008963290601968765,-0.009618081152439117,-0.94110477,0.00078970875,0.9418945,middle
14,0,The explanation describes a travel/airport search format.,"Travel/airport search format with structured list of city airports and closest destinations,",True,0.34961054,0.004206597805023193,0.014867126941680908,0.018514858558773994,-0.0029923738911747932,-0.008690115064382553,0.98890626,0.9926508,0.0037445477,first
14,1,"The phrase ""Nearest airport: Name of airport, capital city"" implies a second ""Nearest airport"" question for London.","""Nearest airport: Name of airport, capital city"" mirrors the question pattern twice, strongly implying a second ""Nearest airport"" question about the London destination city,",True,0.34961054,0.0005772113800048828,0.02030155062675476,0.018514858558773994,0.0002150852233171463,-0.0016537420451641083,0.0039830953,0.046354912,0.042371817,middle
14,2,"The text expects ""airport to Rome"" or ""hotel destination: cities in Italy"" to complete the second regional location question.","strongly expecting ""airport to Rome"" or ""hotel destination: cities in Italy"" to complete the second regional location question.",True,0.34961054,0.008808255195617676,0.058859795331954956,0.018514858558773994,0.0071674250066280365,0.03678674437105656,0.007136442,0.07670344,0.069566995,last
15,0,Dr. Haller presents practical health concepts.,Holistic health/medical expert Dr. Haller presenting practical concepts,True,0.28180194,0.007890045642852783,0.014987021684646606,0.25723761320114136,-0.018767401576042175,0.011528164148330688,0.020349119,0.03328054,0.012931422,first
15,1,The explanation contrasts sick people with those who have no symptoms.,"""So the people who are sick and have symptoms...however most people that come to me...those people who have""",True,0.28180194,-0.0012153089046478271,0.02984452247619629,0.25723761320114136,-0.035621196031570435,0.14708271622657776,0.9502541,0.96078247,0.010528399,middle
15,2,The explanation suggests suboptimal markers or wellness.,implying cited data about suboptimal markers or wellness,True,0.28180194,0.003449350595474243,0.01079985499382019,0.25723761320114136,-0.0375952422618866,0.08865579962730408,0.011266376,0.01437524,0.0031088635,middle
15,3,The explanation lists statistics about normal lab tests vs hidden dysfunction.,continuing a listed statistics pattern about normal lab tests vs. hidden dysfunction,True,0.28180194,0.001801133155822754,0.009594708681106567,0.25723761320114136,-0.04828430712223053,0.10224676132202148,0.9910167,0.992941,0.0019243293,last
16,0,The text discusses Urdu basic words related to Hindi conversation.,Urdu basic words about Hindi conversation,True,0.34612,0.0038194358348846436,0.005244195461273193,0.07663815468549728,0.0028190836310386658,0.025383390486240387,-0.9987797,9.905138e-05,0.9988788,first
16,1,The text suggests a repeating section pattern with a heading and content about Quran study rules.,repeating section pattern with heading and content about Quran study rules,True,0.34612,-0.0037526488304138184,0.006190657615661621,0.07663815468549728,0.0012207329273223877,0.0030239298939704895,-0.2410452,0.36655268,0.6075979,first
16,2,The phrase mirrors the title and implies a summary or bullet list completion.,"""This post about ఈamil = speaking ,reading ,writing skill & communication & communication""",True,0.34612,0.03268522024154663,0.009099870920181274,0.07663815468549728,0.028673477470874786,0.02908027172088623,0.9608071,0.9769408,0.016133705,middle
16,3,"The text ends with a list of goals including reading, writing, and communication.",,False,0.34612,,,0.07663815468549728,,,0.9458287,0.96829146,0.022462813,unanchored
17,0,The article highlights the burden of water collection on women and girls.,Women and girls in developing countries spend hours collecting water—many carry out the labor-intensive task of acquiring water for their families.,True,0.24603692,-0.0035667717456817627,-0.0016314834356307983,0.44909802079200745,-0.009872406721115112,0.021630287170410156,0.00085323426,0.0015060651,0.0006528309,middle
18,0,The text discusses product attributes and features for pet toy balls.,"Product description format with elegant packaging imagery and marketing copy promoting pet toy balls for Christmas, suggesting product attributes and features are being listed.",True,0.18520938,0.0005031079053878784,0.004866346716880798,0.019873924553394318,-0.0019179079681634903,0.021696072071790695,-0.9983663,0.00020002668,0.9985663,first
18,1,The sentence structure implies paired claims about balloons' properties.,"The sentence structure ""Fresh Cut Balloons are durable and stay inflated longer which means they last a long time and hold their shape for a longer time"" implies a paired claim about balloons' longevity/quality properties",True,0.18520938,-0.0009353756904602051,0.023404881358146667,0.019873924553394318,-0.0023207329213619232,0.014476761221885681,0.9953092,0.99728775,0.0019785874,middle
19,0,The text describes an Australian academic course webpage.,"Australian academic course webpage format with educational resources and professional practice context,",True,0.3595819,0.0076532065868377686,0.002593398094177246,1.9343931674957275,-0.023728609085083008,-0.0734398365020752,-0.95050913,0.0020797139,0.95258886,first
19,1,The text mentions a specific Australian government program context.,"""Another example came from a program I worked on with Migrant and""",True,0.3595819,-0.002803593873977661,-0.011129230260848999,1.9343931674957275,0.2335519790649414,-0.37106502056121826,-0.42692629,0.0125399595,0.43946624,middle
19,2,The program likely involves English language education for migrants.,"""English Language"" or similar.",True,0.3595819,0.0005622506141662598,-0.0029122233390808105,1.9343931674957275,-0.0015554428100585938,0.13075876235961914,0.0022753193,0.0032288271,0.0009535078,middle
19,3,"The program name is likely ""Australian Migrant Education Services.""",,False,0.3595819,,,1.9343931674957275,,,-0.023334637,0.0096644275,0.032999065,unanchored
20,0,The paper introduces a theoretical framework for implicit GAN training.,Technical machine learning paper title structure with abstract introducing a theoretical framework for implicit GAN training,True,0.26764014,0.0015121102333068848,0.00384443998336792,0.018939673900604248,-0.0011523514986038208,0.0015080086886882782,-0.9557082,0.00024444232,0.95595264,first
20,1,The paper includes empirical findings and theoretical guarantees.,highlighting empirical findings and theoretical guarantees,True,0.26764014,-0.0022637546062469482,0.0025206804275512695,0.018939673900604248,0.0008266456425189972,0.00010962784290313721,0.8929693,0.90465003,0.011680711,first
20,2,The paper provides numerical verification on synthetic data.,We also numerically verify the proposed methods on synthetic examples via simulations on synthetic data,True,0.26764014,0.019284337759017944,0.030472755432128906,0.018939673900604248,-0.0028129201382398605,-0.0048037441447377205,0.83135784,0.86281663,0.031458803,middle
21,0,The text discusses a carbon footprint measurement.,"""Carbon Footprint: My trip produces 0,388""",True,0.35858917,0.004188209772109985,-0.0020773112773895264,0.23080724477767944,-0.03263470530509949,-0.008604943752288818,0.9934891,0.9958056,0.0023165422,middle
21,1,The carbon footprint figure is incomplete.,"888"" ends an incomplete numeric figure ",True,0.35858917,0.008670270442962646,0.004240155220031738,0.23080724477767944,0.011933863162994385,0.02791517972946167,0.2550296,0.26427343,0.009243837,last
22,0,The text suggests Adobe CC Antivirus for Android devices.,software tool promotional content about Adobe CC Antivirus for Android devices.,True,0.3493603,0.01183539628982544,0.02180612087249756,0.0602279007434845,-0.0026222504675388336,-0.016453418880701065,-0.99445856,0.00014127676,0.9945998,first
22,1,The phrase implies benefits or performance improvements.,implies a clause structure listing benefits or performance improvements related to OS speed or efficiency,True,0.3493603,0.017476171255111694,-0.009346336126327515,0.0602279007434845,-0.0014628879725933075,-0.011099185794591904,0.9782904,0.9859971,0.0077067064,middle
22,2,"The text expects a continuation like ""and memory"" or ""and speed."""," continuation like ""and memory"" or ""and speed"" or ""and overall workload.""",True,0.3493603,0.0011328160762786865,0.004944443702697754,0.0602279007434845,0.05003547668457031,-0.01856977492570877,0.23976271,0.26109555,0.021332841,last
23,0,The explanation describes Asana software's collaboration features for interior design workflows.,"Structured product description format with numbered benefits highlights for Asana software, detailing collaboration features for an interior design workflow.",True,0.09040124,-0.0022583529353141785,0.03135104477405548,0.22356966137886047,-0.028081506490707397,-0.04234084486961365,-0.95923203,0.0020301118,0.96126217,first
23,1,The explanation suggests that Asana's chat and comments features are used for timely communication and updates.,"""He also ensures timely communication and updates through comments and attachments, using the platform's chat and comments features and collaborative tools like notes and""",True,0.09040124,0.003031685948371887,0.013643212616443634,0.22356966137886047,0.053826868534088135,-0.06962929666042328,0.9412091,0.9573147,0.01610567,middle
23,2,"The explanation mentions that Asana includes notes, discussions, and communications as part of its collaborative tools.","""Users track progress with notes, discussions and communications and""",True,0.09040124,0.0016918480396270752,0.0007748976349830627,0.22356966137886047,0.08718833327293396,0.1059286892414093,0.98615384,0.9907917,0.0046378295,last
24,0,The text discusses a scholarly framing on learning design and collaboration.,"Academic UK higher education paper structure with scholarly framing around learning design and collaboration concepts,",True,0.27881944,0.042481690645217896,0.011369168758392334,0.060709066689014435,-0.002889823168516159,-0.01304418221116066,0.3102661,0.5344018,0.22413567,first
24,1,The sentence describes a pattern for pre-project preparation.,mirrors a pattern describing pre-project preparation.,True,0.27881944,0.004305422306060791,0.013185054063796997,0.060709066689014435,0.000568293035030365,0.006155334413051605,0.37187284,0.64753157,0.27565873,middle
24,2,The text contrasts using collateral learning resources with specific projects.,completing the contrast clause about using collateral learning resources independent of a specific project;,True,0.27881944,0.004349052906036377,0.01609104871749878,0.060709066689014435,0.006440110504627228,0.012831859290599823,0.98570085,0.9906955,0.004994654,last
25,0,"The article lists various utility options for ""Winning PC Scanner"".","Indian software app article with categorized features listing in Hindi for software tool ""Winning PC Scanner"" including various utility options like Photos, Cloud, Audio etc.",True,0.17099628,0.0006839931011199951,0.06486928462982178,0.0015356667572632432,-0.00010674016084522009,0.005895253620110452,-0.78046525,0.022763608,0.80322886,first
25,1,The text ends with an incomplete clause.,can easily hide/sort unwanted content.,True,0.17099628,-0.004024878144264221,-0.0016064941883087158,0.0015356667572632432,-0.0003586175153031945,-0.0006953015690669417,0.110733636,0.13076365,0.020030016,last
26,0,The sentence pattern mirrors preventive maintenance duties.,"""Professional HVAC technicians regularly perform maintenance and inspections to ensure optimal performance. They schedule periodic checks and repairs to""",True,0.1364411,0.016612336039543152,0.010514438152313232,0.04033711552619934,0.020586084574460983,0.02477429062128067,0.9889629,0.9931137,0.004150821,middle
26,1,The explanation lists maintenance practices.,Regular inspections and scheduled maintenance checks to...,True,0.1364411,-0.005880758166313171,-0.012043580412864685,0.04033711552619934,0.03762804716825485,-0.00684032216668129,0.8949624,0.8988805,0.003918086,last
27,0,The text suggests a webinar series with learning tracks.,"Healthcare professional/education platform format with webinar series titles listing learning tracks for quality improvement champions,",True,0.17397606,0.005455106496810913,0.06796959042549133,0.08138386905193329,-0.009223602712154388,0.08613428473472595,0.78139347,0.8088279,0.027434384,first
27,1,The phrase indicates a paired list of workshops.,"""Session Dates: Quality Culture Fundamentals and Lean Basics"" suggests a paired list of two workshops,",True,0.17397606,0.015752896666526794,0.0212554931640625,0.08138386905193329,-0.002621479332447052,0.0038907378911972046,0.97712445,0.9861269,0.009002443,middle
27,2,The second item in the list likely describes specific Lean tools or concepts.,"with ""Ethics Fundamentals"" and ""Lean Fundamentals"" naming courses implying the second item will continue describing specific Lean tools or concepts.",True,0.17397606,0.03279085457324982,0.022212162613868713,0.08138386905193329,0.0035812780261039734,0.024442613124847412,0.16469438,0.1680804,0.0033860272,middle
27,3,"The final token ""Fundamentals"" is part of a pattern of course titles.","Final token ""Fundamentals"" ends mid-item ("" Lean Fundamentals""), part of a comma-separated course title list pattern (""Lean Basics & Lean Fundamentals""),",True,0.17397606,-0.0004799365997314453,0.5436120629310608,0.08138386905193329,-0.009031102061271667,15.66662771999836,0.86263216,0.8840838,0.021451658,last
28,0,The text provides care instructions for silk pillowcases.,"Structured product care guide format with numbered tips listing how to care for silk pillowcases,",True,0.15573171,-0.0006568580865859985,0.023636892437934875,0.14539745450019836,-0.009590566158294678,0.26150238513946533,0.0051040296,0.021008931,0.015904902,first
28,1,The final care instruction is about storing the pillowcases.,"To store your cushions, fold them neatly and avoid moisture, and store them in a dry place.",True,0.15573171,-0.001366451382637024,0.03177531063556671,0.14539745450019836,-0.022438831627368927,-0.004870697855949402,0.0007815156,0.022022057,0.021240542,middle
28,2,The explanation suggests additional recommendations for storing pillowcases.,"If your sweater has padding, use a收纳 bag",True,0.15573171,0.0035796165466308594,0.010367989540100098,0.14539745450019836,0.025592252612113953,0.14908528327941895,0.0051943515,0.007810562,0.0026162104,middle
28,3,The final token is a conjunction mid-clause.,"and store them in a dry place, and",True,0.15573171,0.010060697793960571,0.11003327369689941,0.14539745450019836,0.016711458563804626,0.436095267534256,0.98046285,0.98744917,0.006986315,last
29,0,The text discusses a Polish cleric's public discourse on Jewish policy.,"discussing ethics and religion, presenting biographical details about a Polish cleric's public discourse on Jewish policy.",True,0.12435931,-0.0009038299322128296,0.0028059929609298706,0.00023595485254190862,7.381488103419542e-06,-8.546496974304318e-05,-0.18180777,0.0010152749,0.18282305,first
29,1,The sentence structure implies a third institution or a collection of Polish universities.,"lists Polish university names with a specific academic context about a scholarly conference, implying a third institution or a collection of Polish universities.",True,0.12435931,-0.002159327268600464,-0.003307528793811798,0.00023595485254190862,5.0688686314970255e-06,6.699096411466599e-05,0.79505205,0.8591381,0.06408605,middle
29,2,"The final token ""Op"" is incomplete and likely refers to a Polish university.","Final token ""Op"" is an incomplete word mid-list (""Warsaw, Op""), part of a parenthetical naming of Polish university affiliations ("" universities such as Warsaw, Łódź and Op...""),",True,0.12435931,0.011102795600891113,0.16172567009925842,0.00023595485254190862,0.00017122711869888008,0.0009740834648255259,0.894558,0.91020364,0.015645633,last
30,0,Ice machines use a condenser system to produce cold water.,The refrigeration process begins with water entering the tank...,True,0.17985094,-0.003231048583984375,-0.004637464880943298,0.09190410375595093,-0.0011265650391578674,0.007935293018817902,0.22313407,0.27731586,0.05418178,middle
30,1,Liquid water converts to steam in the condenser system.,The process moves through heat extraction,True,0.17985094,-0.0014301389455795288,0.0007396191358566284,0.09190410375595093,-0.0008712634444236755,0.008308127522468567,0.06312668,0.28039533,0.21726865,middle
31,0,The explanation describes a contrast between fertilizer types.,"""Grass growth also demands fertilizer, and chemical fertilizers are quick to burn the lawn. Synthetic fertil""",True,0.112811714,-0.0013236775994300842,0.01655501127243042,0.0002903872518800199,-3.664079122245312e-05,1.1368159903213382e-05,0.76652294,0.88028425,0.11376129,middle
31,1,The explanation mentions that synthetic fertilizers contain specific nutrients.,,False,0.112811714,,,0.0002903872518800199,,,-0.89494,0.038177326,0.93311733,unanchored
32,0,The sentence implies a continuation about test fluid or product outcomes.,,False,0.2568528,,,0.12828189134597778,,,0.92663246,0.954515,0.027882528,unanchored
32,1,"The final token ""test"" is part of an incomplete clause describing fluid behavior interactions.",,False,0.2568528,,,0.12828189134597778,,,0.96885365,0.9806794,0.011825721,unanchored
33,0,The product description includes a list of included accessories.,Product Features:Original charger x1 / Pure high quality box. Charging cable + user manual + USB.,True,0.21610609,0.008082538843154907,0.035772860050201416,0.7914049625396729,0.027132511138916016,0.18540573120117188,0.9794916,0.9846031,0.005111518,middle
34,0,The text is about a product listing series for Giving Trees at a faith-based retail store.,Marketing/faith-based retail store format with customer engagement tone establishing a product listing series of trees to adopt for Giving Trees.,True,0.2303694,-0.002442404627799988,0.010926738381385803,0.22518908977508545,0.007372260093688965,-0.034518107771873474,-0.16361079,0.006714795,0.17032558,first
34,1,The text begins with an example list of Christmas Trees.,"""Some of our favorite Christmas Trees that grow from seed...""",True,0.2303694,0.007104068994522095,0.001207992434501648,0.22518908977508545,0.016794219613075256,0.1286931335926056,-0.9973629,0.0001571449,0.99752,middle
34,2,The list includes specific tree species names.,"""Tall Northern White Pine""",True,0.2303694,0.008835509419441223,-0.0007595717906951904,0.22518908977508545,-0.027906283736228943,0.01101897656917572,0.25119644,0.26771998,0.016523527,middle
34,3,The explanation expects continued details or features for each tree type.,,False,0.2303694,,,0.22518908977508545,,,0.052264616,0.054718595,0.0024539805,unanchored
35,0,The text suggests a former position at a famous conservation institution.,"""As a former Senior Scientist at the Smithsonian Institution, and a former Director of the""",True,0.23739673,0.03470604121685028,0.013192132115364075,3.9151015281677246,0.2277679443359375,0.05604982376098633,0.99558055,0.9972996,0.0017190468,middle
35,1,The phrase includes a specific role at a notable museum.,,False,0.23739673,,,3.9151015281677246,,,0.06327209,0.11952559,0.0562535,unanchored
36,0,The text suggests a product catalog/technical brochure format.,"Product catalog/technical brochure format with product description and features highlighted,",True,0.15563907,0.0005483478307723999,0.014975771307945251,0.01228306908160448,8.957553654909134e-05,0.000987325794994831,0.40421262,0.4187236,0.014510991,first
36,1,The text implies an enumerated list or product section structure.,implies an enumerated list or product section structure continuing with attributes like product families or specifications.,True,0.15563907,0.0012252330780029297,-0.0006207972764968872,0.01228306908160448,-0.0028742440044879913,-0.0036149881780147552,0.9872038,0.9915257,0.004321913,middle
36,2,"The text expects a continuation like ""Product Features"" or similar.","strongly expecting continuation like ""Product Features"" or ""These valves are..."" or ""Our Capstone Line"" or ""– Details about our isolation valves and accessories"" completing the section header.",True,0.15563907,0.0077832043170928955,0.026850968599319458,0.01228306908160448,0.006086935289204121,0.027918136678636074,0.092864044,0.09507558,0.0022115328,last
37,0,The text discusses heart disease and arrhythmia,"Medical health news article format with expert medical journalism tone establishes factual, informative structure about heart disease and arrhythmia.",True,0.21448016,-0.010069385170936584,0.005611702799797058,0.3495134711265564,0.05402907729148865,-0.01774519681930542,0.99772906,0.9983646,0.00063555513,first
37,1,The sentence sets up an incomplete clause about who are at risk or diagnosed,"""Some people who have atrial fibrillation or heart failure may not know they have it, even though many people who have""",True,0.21448016,-0.009142681956291199,-0.010232806205749512,0.3495134711265564,-0.0584389865398407,-0.1346011459827423,0.9840072,0.9891726,0.0051654186,middle
37,2,The sentence implies a continuation about silent cardiac disorder prevalence or characteristics,,False,0.21448016,,,0.3495134711265564,,,0.98667103,0.99147815,0.004807106,unanchored
37,3,"The final token ""have"" ends mid-clause requiring a noun","""Even though many people who have,""",True,0.21448016,0.00016380846500396729,-0.002951592206954956,0.3495134711265564,0.011397391557693481,0.013366609811782837,0.9832536,0.990343,0.007089382,last
38,0,The text discusses a controversial topic of foul smelling urine in women.,"Medical/educational wellness blog written by a New England physician discussing a controversial topic of ""foul smelling urine"" in women.",True,0.2212101,0.0021229684352874756,0.030716165900230408,0.5897573232650757,0.013590574264526367,0.0024093985557556152,-0.9080677,0.007909291,0.915977,first
