idx,claim_id,claim,excerpt,anchored,L_h_orig,S_h,I_h,L_o_orig,S_o,I_o,S_x,p_entail,p_contra,snippet
18,1,Product attributes and features are being listed.,suggesting product attributes and features are being listed,True,0.18520938,0.0014289469,0.0031740218,0.019873924553394318,0.011190654709935188,0.009507933631539345,0.96362454,0.9785855,0.0149609605,first
18,2,The quoted sentence implies a paired claim about the balloons' longevity and quality.,implies a paired claim about balloons' longevity/quality properties,True,0.18520938,0.0027142018,0.0045244694,0.019873924553394318,0.009577078744769096,0.004897722974419594,0.98769855,0.99300176,0.005303201,middle
18,3,"The final token ""time"" ends in the middle of a clause.","Final token ""time"" ends mid-clause",True,0.18520938,-0.0015312582,0.023024097,0.019873924553394318,-0.0004853028804063797,-0.002494947984814644,-0.19424479,0.14657645,0.34082124,last
19,0,The text is an Australian academic course webpage.,Australian academic course webpage format,True,0.3595819,0.013618946,0.0021395087,1.9343931674957275,0.08433914184570312,-0.0877223014831543,-0.6379892,0.003385404,0.64137465,first
19,1,The page lists teaching-practitioner qualifications and methodology around mental health and literacy.,listing teaching practitioner qualifications and methodology around mental health and literacy,True,0.3595819,-0.00028327107,0.0018235147,1.9343931674957275,0.1393136978149414,0.19592022895812988,0.29436857,0.55179083,0.25742227,first
19,2,The quoted phrase likely references a migrant or refugee settlement program.,likely referencing a migrant or refugee settlement program,True,0.3595819,-0.003101617,0.0010012686,1.9343931674957275,0.09702062606811523,-0.10748136043548584,0.6927904,0.70932615,0.016535778,middle
19,3,"The final token ""Migrant"" sits in the middle of an incomplete phrase.","Final token ""Migrant"" is mid-phrase",True,0.3595819,-0.007284522,-0.030052423,1.9343931674957275,-0.057045698165893555,-0.213964581489563,0.90213,0.9469526,0.044822574,last
20,0,The text is a technical machine-learning paper with a title and an abstract.,Technical machine learning paper title structure with abstract,True,0.26764014,0.04320234,0.0061656833,0.018939673900604248,0.01120838150382042,0.0021604113280773163,0.9429255,0.96279085,0.019865347,first
20,1,The abstract introduces a theoretical framework for implicit GAN training.,introducing a theoretical framework for implicit GAN training,True,0.26764014,0.0050216615,-0.004899323,0.018939673900604248,0.003207046538591385,-0.0011902134865522385,-0.9709545,0.00027489688,0.9712294,first
20,2,The quoted phrase suggests a concluding clause about empirical evidence or visual results on toy data.,suggests a concluding clause about empirical evidence or visual results on toy data,True,0.26764014,0.04112175,0.0078092813,0.018939673900604248,0.01399579644203186,0.0021544937044382095,0.9121661,0.9517177,0.03955153,middle
20,3,"The final token ""data"" ends an incomplete clause.","Final token ""data"" ends an incomplete clause",True,0.26764014,-0.004005283,0.040346414,0.018939673900604248,0.0015332084149122238,0.005356978625059128,0.9726918,0.9852341,0.012542335,last
21,0,The text is a product listing for an eco-friendly travel service.,Product listing format with eco-friendly travel service label details,True,0.35858917,0.016627222,0.02846402,0.23080724477767944,0.0703694224357605,0.08850604295730591,0.13902636,0.36884654,0.22982018,first
21,1,The text shows sustainability metrics and a cost breakdown for a UK business trip.,showing sustainability metrics and cost breakdown for a UK business trip,True,0.35858917,0.0088612735,0.0077294707,0.23080724477767944,0.08069363236427307,0.08625560998916626,-0.58675677,0.02393482,0.6106916,first
21,2,The quoted phrase is likely a carbon-footprint measurement.,likely a carbon footprint measurement in kWh or similar metric,True,0.35858917,0.00938946,0.0071511567,0.23080724477767944,-0.016959309577941895,0.008364155888557434,0.83833665,0.8442401,0.0059035057,middle
21,3,"The final token ""888"" ends an incomplete numeric figure.","Final token ""888"" ends an incomplete numeric figure",True,0.35858917,-0.0011405945,0.019059807,0.23080724477767944,0.0010683834552764893,0.009141623973846436,0.9467618,0.9670086,0.020246794,last
22,0,The text has the tone of an Indian-language tech article.,Indian-language tech article tone,True,0.3493603,0.01663655,-0.0032352805,0.0602279007434845,-0.007305603474378586,-0.009261760860681534,0.00600259,0.013078744,0.0070761535,first
22,1,"The content promotes a software tool, Adobe CC Antivirus for Android devices.",suggests software tool promotional content about Adobe CC Antivirus for Android devices,True,0.3493603,0.014040351,0.015719473,0.0602279007434845,-0.017466414719820023,-0.017035141587257385,-0.17554846,0.00035206182,0.17590052,first
22,2,The quoted phrase implies a clause listing benefits or performance improvements related to OS speed or efficiency.,implies a clause structure listing benefits or performance improvements related to OS speed or efficiency,True,0.3493603,0.01771155,-0.009346336,0.0602279007434845,-0.0035197995603084564,-0.011099185794591904,0.9882413,0.99287075,0.0046294425,middle
22,3,"The final token ""efficiency"" ends in the middle of a clause.","Final token ""efficiency"" ends mid-clause",True,0.3493603,-0.00492087,-0.03633055,0.0602279007434845,-0.008019667118787766,-0.005313564091920853,0.86927557,0.9252496,0.055974025,last
23,0,The text is a structured product description with numbered benefits for Asana software.,Structured product description format with numbered benefits highlights for Asana software,True,0.09040124,0.073808186,0.03483776,0.22356966137886047,0.1071561872959137,0.0320277214050293,0.7263359,0.79108185,0.064745985,first
23,1,The text details collaboration features for an interior-design workflow.,detailing collaboration features for an interior design workflow,True,0.09040124,0.0022936463,0.00039161742,0.22356966137886047,-0.014898985624313354,-0.04629778861999512,-0.9186132,0.0014468095,0.92006,first
23,2,The quoted sentence implies a list item completing the collaborative actions within the project task threads.,implies a list item completing the collaborative actions taken within the project task threads,True,0.09040124,0.04001584,0.007831246,0.22356966137886047,0.2329900562763214,0.28968945145606995,0.8290908,0.9106215,0.081530765,middle
23,3,"The final token ""and"" is a conjunction in the middle of a list.","Final token ""and"" is a conjunction mid-list",True,0.09040124,-1.4081597e-05,0.0062334314,0.22356966137886047,0.005830690264701843,0.06563767790794373,0.9576469,0.97554964,0.017902747,last
